T_TL_TIMELINE_DATA_UID,T_TL_TIMELINE_DATA_UID,process01,waiting1-2,processing02,waiting2-3,process03,waiting3-4,processing4,waiting4-5,processing5,waiting5-6,processing6,waiting6-7,processing7,waiting7-8,processing8,waiting8-9,processing9,
245555,245555,39,10,42,10,6,10,3,11,7,10,22,100,39,50,46,76,11,492
245557,245557,39,4,42,13,6,57,2,16,8,18,56,51,28,41,32,64,11,488
245558,245558,39,8,42,21,5,66,3,29,8,40,21,48,25,34,32,98,13,532
245561,245561,39,26,47,21,5,59,2,37,7,17,22,51,26,58,32,80,11,540
245563,245563,39,27,39,19,7,68,2,16,7,16,22,57,29,62,32,140,20,602
245568,245568,39,28,45,20,5,64,2,13,7,14,23,78,28,53,33,168,17,637
245571,245571,39,26,36,32,5,60,2,13,11,22,22,66,28,74,32,171,23,662
245573,245573,39,27,53,8,15,68,3,16,7,16,46,43,33,109,32,128,18,661
245576,245576,39,22,48,44,7,62,2,14,8,15,21,59,37,113,32,109,14,646
245579,245579,39,53,41,43,13,29,2,13,7,20,21,76,32,104,33,74,14,614
245582,245582,39,57,38,5,7,54,2,21,7,17,22,67,28,90,32,66,11,563
245585,245585,39,12,40,9,4,82,2,15,7,17,39,62,55,18,32,68,11,512
245588,245588,39,16,40,51,4,64,2,21,9,17,22,46,38,36,32,59,12,508
245590,245590,38,52,40,31,9,18,2,20,5,47,22,31,33,47,33,62,13,503
245593,245593,39,37,30,16,11,8,2,26,6,37,46,18,58,20,32,56,13,455
245596,245596,39,7,40,16,9,9,2,12,9,48,39,33,41,22,33,50,12,421
245599,245599,39,9,35,14,4,6,2,30,7,57,22,30,45,18,32,58,12,420
245600,245600,39,9,39,18,3,8,1,40,6,36,32,24,44,21,32,70,13,435
245602,245602,39,24,40,13,4,8,1,17,13,36,21,35,44,34,33,62,13,437
245604,245604,38,7,51,6,4,8,2,11,6,41,21,49,39,27,32,128,11,481
245607,245607,39,38,35,10,7,10,1,13,17,15,21,32,51,86,32,69,12,488
245612,245612,38,11,28,16,3,8,1,11,11,19,68,55,47,35,32,51,12,446
245613,245613,39,11,33,8,8,8,2,36,11,59,22,53,38,15,33,52,10,438
245616,245616,39,5,45,41,8,52,2,12,9,21,22,24,27,31,32,47,10,427
245625,245625,38,20,37,52,6,10,3,14,6,29,22,81,29,13,32,91,11,494
245627,245627,38,51,37,15,23,15,2,18,7,37,21,33,27,21,32,99,15,491
245631,245631,39,12,36,16,25,10,1,13,7,25,22,26,50,67,33,53,12,447
245633,245633,39,16,35,12,26,9,2,9,8,18,22,82,24,66,33,44,15,460
245637,245637,39,8,36,25,4,65,1,14,7,14,22,83,28,54,33,52,12,497
245640,245640,38,31,62,16,5,59,2,12,7,15,33,71,28,53,32,35,10,509
245643,245643,39,40,45,9,4,77,2,13,6,18,22,76,25,53,32,43,11,515
245646,245646,38,19,59,8,4,78,2,17,7,15,22,73,29,53,32,42,12,510
245648,245648,38,34,54,10,7,74,2,14,6,16,73,25,28,5,32,60,12,490
245651,245651,39,26,44,31,3,69,2,20,7,17,21,27,27,6,32,67,11,449
245653,245653,39,31,56,14,4,79,2,11,5,15,22,55,28,9,32,115,15,532
245657,245657,39,30,51,51,16,9,2,11,5,32,23,24,23,208,32,117,12,685
245660,245660,39,91,50,12,6,7,1,6,11,16,22,189,29,71,32,78,11,671
245666,245666,39,6,43,157,4,9,4,12,5,12,35,64,48,21,31,79,13,582
245671,245671,38,17,37,8,6,9,1,12,5,15,22,39,52,26,32,85,11,415
245673,245673,39,6,31,6,4,10,2,12,7,24,44,20,48,53,33,27,25,391
245674,245674,39,5,36,6,4,7,2,20,11,24,33,38,62,10,32,1143,16,1488
245676,245676,39,4,44,8,5,7,2,12,10,20,21,84,30,1106,32,175,14,1613
245677,245677,38,6,41,6,7,7,2,6,13,18,22,1184,32,113,32,65,12,1604
245678,245678,39,6,34,7,4,7,1,7,10,20,34,1249,29,52,33,62,13,1607
245679,245679,38,3,36,1233,8,9,2,11,9,-60,115,33,45,21,33,72,11,1619
245680,245680,39,1223,42,12,4,10,2,14,6,30,22,36,43,31,31,57,12,1614
245696,245696,39,24,45,12,10,9,1,12,5,14,22,34,50,24,32,82,11,426
245699,245699,39,5,40,8,9,8,2,11,10,14,21,41,46,45,32,69,12,412
245702,245702,39,3,38,16,6,9,2,14,6,14,21,63,46,22,31,81,13,424
245705,245705,39,29,35,11,7,8,2,21,6,16,21,36,46,42,32,62,15,428
245707,245707,39,3,39,14,6,11,2,14,6,18,21,48,52,22,32,77,12,416
245710,245710,39,6,44,13,13,12,5,13,6,12,22,41,56,30,32,66,11,421
245713,245713,39,7,51,15,9,8,2,13,7,14,22,54,43,31,32,73,12,432
245717,245717,39,18,40,30,7,10,2,14,7,12,23,42,42,28,32,72,11,429
245720,245720,38,26,44,12,7,8,2,18,5,15,22,39,47,24,32,65,13,417
245723,245723,39,5,41,19,5,9,2,15,6,13,22,37,46,26,32,61,13,391
245726,245726,38,10,38,12,5,11,2,15,5,14,23,37,47,21,32,78,11,399
245729,245729,39,4,40,13,5,8,2,13,10,14,22,38,40,38,32,80,12,410
245732,245732,39,6,45,10,6,10,2,14,5,14,21,45,45,45,32,55,12,406
245734,245734,39,8,43,9,11,8,3,15,7,13,21,41,59,21,32,79,13,422
245737,245737,39,3,39,21,5,11,2,15,7,12,21,50,57,23,32,61,12,410
245739,245739,39,13,37,18,6,9,2,15,6,22,21,48,46,20,31,60,15,408
245742,245742,39,10,43,14,4,11,2,16,9,22,22,36,41,25,32,114,13,453
245746,245746,39,5,42,18,5,9,2,13,6,20,22,37,41,73,32,58,13,435
245748,245748,39,12,41,12,5,14,2,14,6,13,22,84,41,23,32,62,11,433
245750,245750,38,7,40,37,10,6,2,11,10,38,21,30,49,21,31,61,13,425
245752,245752,39,31,45,12,3,7,12,24,5,13,39,21,46,22,31,61,10,421
245754,245754,39,6,42,19,4,6,3,12,9,21,22,38,42,19,32,61,11,386
245756,245756,38,14,40,5,3,7,1,12,7,32,22,33,41,20,32,54,13,374
245758,245758,39,3,40,6,3,9,1,14,5,26,21,32,43,38,32,91,13,416
245761,245761,39,2,45,8,3,6,1,15,5,17,22,68,33,47,32,73,11,427
245764,245764,39,2,59,11,6,7,2,16,9,15,21,50,51,36,33,68,11,436
245767,245767,39,4,57,9,11,10,2,13,6,12,21,57,42,29,32,83,13,440
245770,245770,39,21,55,20,3,11,2,13,8,11,21,38,46,48,33,79,11,459
245773,245773,39,24,44,10,4,6,1,7,11,15,22,66,44,43,33,45,12,426
245777,245777,38,11,44,28,4,9,4,13,6,13,21,58,53,32,32,84,15,465
245779,245779,38,19,60,12,9,7,2,13,6,13,22,73,27,42,33,63,13,452
245780,245780,39,9,46,13,5,13,1,10,6,40,21,42,46,25,32,51,15,414
245782,245782,38,8,48,10,31,11,1,12,6,12,22,34,36,27,32,66,114,508
245784,245784,39,11,44,16,6,9,2,8,7,22,22,29,27,32,32,153,14,473
245792,245792,38,67,44,87,23,7,2,12,5,38,22,33,26,7,33,179,11,634
245797,245797,39,81,40,21,12,10,2,12,8,24,22,97,28,45,33,71,11,556
245802,245802,38,15,57,11,61,9,2,21,6,15,42,19,83,25,32,99,11,546
245805,245805,39,18,46,68,4,9,1,11,6,24,22,96,28,45,33,95,11,556
245807,245807,39,67,68,24,11,11,4,12,12,16,22,47,71,33,33,110,11,591
245811,245811,39,33,41,14,4,13,3,17,7,12,22,68,65,57,32,100,12,539
245814,245814,38,3,54,12,19,14,2,14,9,16,22,83,73,38,36,65,15,513
245817,245817,39,8,63,23,8,11,2,13,7,38,22,79,61,18,31,68,11,502
245819,245819,38,38,42,10,16,11,3,17,7,63,22,49,40,31,31,63,12,493
245823,245823,39,29,48,15,5,10,2,14,6,55,22,29,57,22,32,72,14,471
245825,245825,39,18,46,7,13,9,3,23,5,26,22,49,45,44,32,67,12,460
245828,245828,39,12,37,27,7,14,2,13,9,21,21,78,27,45,32,54,12,450
245831,245831,39,20,41,27,8,26,3,23,7,18,21,67,24,91,31,44,12,502
245833,245833,39,70,46,7,3,15,2,13,7,16,29,101,37,47,32,38,12,514
245838,245838,39,18,90,12,4,8,2,19,8,17,21,76,30,47,32,81,12,516
245843,245843,39,29,43,7,4,40,2,13,7,17,22,69,26,49,33,59,12,471
245845,245845,39,17,42,8,3,49,2,16,8,18,23,67,32,52,32,68,12,488
245848,245848,38,15,45,8,3,66,2,14,9,16,22,76,25,43,31,158,12,583
245852,245852,39,16,46,14,4,82,2,13,7,16,23,61,28,76,33,88,14,562
245855,245855,38,25,44,31,3,63,2,13,7,19,22,64,66,71,31,123,14,636
245857,245857,39,34,43,18,4,68,2,24,7,12,22,126,26,81,32,116,10,664
245860,245860,39,25,53,89,47,11,2,13,16,16,22,81,54,63,32,87,10,660
245862,245862,39,143,53,9,9,33,2,21,13,12,22,86,29,61,31,107,14,684
245870,245870,39,5,39,56,27,22,2,19,7,14,47,30,52,68,32,59,13,531
245873,245873,38,50,64,26,9,16,2,19,8,15,22,79,31,44,31,82,12,548
245878,245878,38,39,38,14,22,28,2,13,11,12,43,22,57,33,33,63,13,481
245880,245880,39,7,55,18,4,21,2,10,17,20,23,52,61,18,32,82,15,476
245885,245885,39,16,39,37,4,10,2,13,8,23,21,52,44,39,31,58,20,456
245887,245887,39,44,38,13,8,11,2,13,6,20,21,51,73,7,32,266,13,657
245889,245889,39,8,44,17,8,11,2,13,7,15,22,74,27,225,32,51,13,608
245892,245892,39,19,40,21,4,9,2,14,7,15,22,246,65,10,193,13,11,730
245895,245895,39,16,77,184,4,9,2,12,6,-48,89,64,29,165,33,54,13,748
245899,245899,39,192,30,16,4,7,3,11,7,19,21,168,44,43,31,53,12,700
245906,245906,39,17,82,44,5,7,2,13,5,39,22,38,40,26,32,64,12,487
245905,245905,39,7,32,13,18,30,28,23,7,22,21,66,49,18,31,63,11,478
245907,245907,39,41,31,13,8,23,2,11,7,30,22,29,50,24,33,67,13,443
245911,245911,39,5,32,30,6,8,2,8,12,26,22,45,55,20,32,62,12,416
245914,245914,39,23,35,8,11,11,2,12,7,36,21,46,42,19,31,70,15,428
245917,245917,39,5,44,20,9,13,2,13,8,27,22,29,54,22,32,99,15,453
245919,245919,39,19,34,22,7,10,2,15,7,15,22,45,48,48,33,87,16,469
245923,245923,38,19,34,16,18,12,2,15,5,14,22,53,32,54,31,78,19,462
245926,245926,38,16,44,26,8,11,2,13,15,11,58,14,48,32,32,71,14,453
245928,245928,39,16,31,34,6,9,2,13,12,18,41,24,48,30,32,82,13,450
245931,245931,39,31,32,28,7,10,2,14,6,13,21,50,49,23,33,77,15,450
245935,245935,39,23,33,28,6,11,3,15,6,11,22,44,47,55,31,134,13,521
245937,245937,39,24,34,24,5,10,2,17,7,11,22,90,25,77,32,132,13,564
245941,245941,39,19,43,33,12,17,2,15,6,24,22,79,26,76,33,103,12,561
245944,245944,38,54,32,26,7,48,1,13,7,21,22,70,29,72,32,100,20,592
245947,245947,39,24,33,19,5,72,2,16,6,17,30,70,28,74,32,88,11,566
245950,245950,39,28,40,25,5,80,2,18,11,15,22,74,26,67,32,113,12,609
245955,245955,39,24,40,39,12,70,2,22,7,19,21,61,44,70,32,136,11,649
245957,245957,39,44,42,30,5,73,2,15,8,19,31,73,56,27,32,107,12,615
245961,245961,39,28,46,29,5,83,3,24,7,16,22,50,48,78,32,114,13,637
245964,245964,39,28,41,44,4,35,1,21,6,42,22,80,45,69,82,52,10,621
245967,245967,39,43,43,38,7,7,3,12,15,60,49,46,51,75,32,53,14,587
245971,245971,38,33,35,26,10,23,2,34,12,48,21,42,32,88,32,43,11,530
245976,245976,39,41,42,26,40,14,6,20,7,69,22,117,65,6,33,106,26,679
245980,245980,39,56,53,102,15,9,1,19,9,44,93,7,38,17,33,110,14,659
245984,245984,39,107,43,23,5,11,2,19,5,85,22,21,27,67,32,96,17,621
245986,245986,39,34,37,8,6,9,2,59,11,24,21,63,29,57,32,91,16,538
245987,245987,38,6,39,66,4,32,2,14,7,24,21,54,31,59,32,97,16,542
245988,245988,39,57,36,6,6,64,2,14,7,18,21,59,45,51,32,104,17,578
245990,245990,39,15,40,23,5,60,1,15,7,19,22,73,32,62,33,96,21,563
245993,245993,39,20,39,75,4,31,1,14,7,18,22,77,40,43,33,128,12,603
245995,245995,39,72,39,6,4,65,3,12,12,18,34,69,27,81,31,66,11,589
245999,245999,39,12,38,24,4,80,3,19,11,18,22,65,31,55,32,52,13,518
246001,246001,39,32,41,39,5,72,2,14,8,18,40,38,40,19,32,149,12,600
246006,246006,39,43,36,50,5,12,2,22,9,45,21,30,51,103,33,67,12,580
246009,246009,39,56,43,14,11,8,3,10,10,25,22,121,88,8,33,83,13,587
246012,246012,39,8,36,44,34,29,5,34,6,13,22,82,27,38,34,86,17,554
246015,246015,39,99,44,14,7,21,2,11,10,21,22,58,29,65,31,72,12,557
246020,246020,39,23,44,23,6,16,2,13,6,22,22,62,60,60,33,296,17,744
246022,246022,38,20,42,22,9,10,3,21,11,22,21,109,26,248,32,74,13,721
246024,246024,39,82,41,10,17,10,2,16,6,20,22,248,44,32,33,125,14,761
246027,246027,38,161,62,16,5,18,3,19,8,42,23,42,33,96,33,79,11,689
246033,246033,39,15,61,10,16,17,2,22,7,14,44,78,55,26,32,82,12,532
246034,246034,38,69,37,23,11,17,2,18,8,27,22,49,59,29,32,55,12,508
246037,246037,38,22,35,19,7,10,2,40,5,20,21,49,53,19,32,60,13,445
246038,246038,39,24,36,41,7,6,2,9,5,33,42,22,41,21,32,89,12,461
246039,246039,38,38,48,6,5,5,1,17,8,26,21,32,48,41,41,48,12,435
246041,246041,39,15,27,6,5,6,1,10,8,37,22,49,57,22,32,68,12,416
246044,246044,39,12,30,5,3,8,1,51,5,11,21,49,41,38,33,74,10,431
246045,246045,39,4,33,18,19,9,2,16,7,30,55,12,46,19,31,71,14,425
246046,246046,38,13,39,13,11,6,2,15,9,48,22,35,48,25,33,65,12,434
246047,246047,39,5,41,8,7,10,1,24,21,29,22,39,51,24,33,67,11,432
246048,246048,39,2,38,30,4,7,2,13,7,43,22,41,52,23,33,55,11,422
246050,246050,39,53,32,9,16,6,2,12,6,18,21,45,43,23,32,51,12,420
246052,246052,39,4,42,5,4,8,1,23,11,22,21,34,44,19,32,72,12,393
246055,246055,39,8,31,10,5,9,2,13,6,30,21,33,42,29,32,70,12,392
246058,246058,38,6,33,10,4,6,2,14,10,27,32,111,51,93,33,38,10,518
246057,246057,39,2,36,10,5,6,2,7,9,35,22,35,74,98,33,54,11,478
246059,246059,39,27,40,25,38,18,2,10,8,30,21,112,34,65,33,63,11,576
246061,246061,39,32,43,13,4,103,3,14,7,28,22,68,33,56,32,73,11,581
246063,246063,39,24,27,80,4,72,2,14,5,20,21,70,33,98,32,56,13,610
246065,246065,39,91,34,33,4,58,2,17,9,20,96,20,38,85,32,125,13,716
246067,246067,38,32,43,18,4,99,2,17,6,24,22,91,32,96,33,55,12,624
246070,246070,39,18,39,59,4,81,2,25,11,27,22,97,54,17,32,45,11,583
246072,246072,38,58,32,53,4,119,2,18,7,20,22,43,39,17,32,74,11,589
246075,246075,39,49,35,100,4,36,1,10,5,32,22,27,45,27,33,76,14,555
246079,246079,39,98,39,19,4,6,1,15,11,30,22,42,44,32,33,54,12,501
246082,246082,38,19,38,8,6,6,2,11,8,37,22,41,46,24,32,60,15,413
246084,246084,39,7,40,7,9,8,1,7,9,39,21,42,44,20,32,64,14,403
246086,246086,38,4,38,30,5,8,1,8,9,23,21,33,43,32,32,60,11,396
246088,246088,38,22,52,9,3,7,1,6,9,15,23,42,54,17,31,57,16,402
246090,246090,39,8,45,7,13,7,1,10,5,11,22,40,41,23,33,419,15,739
246092,246092,39,5,37,5,12,7,1,9,5,26,22,32,46,351,33,94,15,739
246093,246093,38,3,45,12,9,7,2,9,6,12,21,366,48,46,32,69,17,742
246097,246097,38,7,43,31,4,91,2,15,6,23,23,62,43,36,33,93,15,565
246098,246098,38,30,45,109,11,10,4,12,6,15,23,47,43,58,33,76,13,573
246100,246100,39,129,38,9,3,10,1,19,6,11,83,11,43,44,32,49,13,540
246103,246103,39,4,47,11,5,6,2,37,6,19,22,54,42,20,33,43,12,402
246105,246105,38,16,52,6,6,7,21,18,16,10,28,27,27,38,32,43,12,397
246110,246110,39,9,31,16,6,8,2,40,12,47,22,44,29,20,33,67,13,438
246109,246109,39,4,36,11,3,7,2,12,5,74,22,66,32,4,31,83,13,444
246112,246112,39,13,28,10,4,29,2,39,9,30,23,34,30,56,33,39,10,428
246115,246115,39,4,31,26,4,34,2,11,10,40,28,33,41,28,32,45,11,419
246116,246116,39,23,32,22,16,8,2,16,8,47,21,39,40,19,32,48,11,423
246118,246118,39,15,32,28,3,7,1,32,10,37,21,28,40,21,34,48,11,407
246122,246122,39,33,29,16,4,6,1,25,4,28,22,35,44,20,32,51,13,402
246124,246124,39,7,29,15,3,5,2,16,8,31,21,43,44,20,32,44,12,371
246127,246127,39,8,30,7,4,5,2,15,8,49,22,31,42,18,32,63,10,385
246129,246129,39,4,30,7,3,6,1,34,9,27,21,36,41,21,32,74,13,398
246130,246130,39,5,70,6,5,8,1,9,7,16,22,35,44,38,32,56,12,405
246133,246133,38,36,37,6,4,6,1,8,8,24,22,52,46,18,32,65,11,414
246138,246138,39,4,34,34,4,7,1,7,12,11,22,33,44,32,31,61,11,387
246139,246139,38,32,37,12,4,6,2,6,8,14,56,12,39,25,33,47,12,383
246141,246141,39,2,32,16,7,6,2,12,12,15,22,28,48,18,32,62,13,366
246146,246146,39,4,33,6,5,6,1,11,8,30,22,39,42,22,33,63,10,374
246145,246145,39,4,32,11,4,5,2,6,8,28,42,16,46,19,32,52,11,357
246148,246148,39,5,44,8,4,9,1,11,5,23,21,35,50,23,32,43,12,365
246151,246151,38,20,33,6,9,7,1,11,6,24,22,38,44,16,32,48,11,366
246154,246154,39,5,31,7,4,6,1,8,10,36,30,22,38,22,32,53,12,356
246157,246157,39,3,37,6,4,6,2,27,5,17,29,22,46,19,32,45,10,349
246160,246160,39,4,30,14,3,8,2,6,8,27,21,36,40,16,33,57,12,356
246161,246161,39,6,31,18,4,8,1,11,9,12,33,26,42,23,32,54,11,360
246164,246164,39,15,33,5,4,5,1,7,9,28,21,36,41,21,32,81,12,390
246168,246168,39,4,51,7,6,7,2,9,8,10,21,34,40,26,55,55,13,387
246169,246169,1,61,35,5,6,7,2,11,6,11,22,35,31,42,49,86,12,422
246173,246173,89,3,32,9,12,6,2,11,5,10,83,32,39,19,32,85,19,488
246177,246177,39,6,40,7,3,6,1,48,9,37,22,29,51,44,31,33,27,433
246180,246180,39,32,29,13,4,6,3,15,7,46,23,51,46,23,33,49,11,430
246179,246179,38,3,38,37,4,6,3,16,8,34,22,40,63,27,32,60,10,441
246185,246185,39,4,33,10,5,8,1,24,9,58,22,33,45,22,32,38,11,394
246186,246186,39,5,31,26,5,9,1,32,8,41,29,24,26,31,33,2043,12,2395
246189,246189,39,18,31,30,4,6,1,34,8,21,46,12,26,2020,32,108,13,2449
246192,246192,39,29,37,15,3,6,1,6,8,43,22,1993,29,99,32,92,13,2467
246196,246196,39,12,37,8,3,6,2,15,9,1992,88,37,41,43,32,71,18,2453
246198,246198,39,6,33,2018,24,16,2,24,6,22,21,54,43,27,32,75,12,2454
246201,246201,39,2063,41,7,5,8,2,15,7,19,22,41,57,47,31,103,14,2521
246204,246204,39,4,50,7,7,10,2,14,6,13,22,92,25,59,31,67,13,461
246207,246207,39,33,56,8,15,10,2,15,5,14,22,62,47,57,32,119,16,552
246213,246213,39,24,54,10,7,14,2,13,10,13,22,91,25,78,32,121,15,570
246215,246215,39,16,45,20,6,13,2,13,9,43,22,76,44,79,33,80,12,552
246218,246218,39,21,35,40,10,35,2,28,7,14,22,82,67,26,32,67,14,541
246222,246222,39,57,57,35,6,9,2,16,6,41,42,43,45,25,32,96,14,565
246228,246228,38,32,36,64,7,11,2,15,6,14,22,39,45,46,32,113,13,535
246231,246231,39,71,39,7,4,8,2,16,6,12,21,60,31,86,33,67,13,515
246235,246235,39,5,31,19,17,12,3,14,6,13,93,10,27,48,32,157,12,538
246236,246236,39,10,61,9,6,12,2,19,10,45,38,21,59,94,32,73,14,544
246237,246237,32767,74,41,39,5,8,2,15,6,25,23,107,109,8,32,60,11,33332
246241,246241,95,32,62,7,5,12,2,14,6,72,40,91,26,20,33,52,13,582
246243,246243,39,32,43,9,6,9,2,58,15,66,47,16,41,17,33,54,12,499
246245,246245,39,4,34,56,21,9,2,49,14,23,22,29,39,21,32,73,13,480
246248,246248,38,57,35,4,62,8,2,10,9,27,21,31,38,43,32,59,14,490
246253,246253,39,37,43,23,5,6,2,15,9,24,21,37,53,20,33,92,11,470
246256,246256,38,21,34,25,4,9,2,10,11,16,40,25,40,58,31,54,12,430
246261,246261,39,20,39,15,4,8,3,9,10,22,23,67,39,24,32,43,12,409
246264,246264,38,17,33,8,4,16,2,16,8,42,22,35,25,23,31,45,12,377
246275,246275,39,13,36,13,8,10,2,22,11,53,31,41,35,16,32,77,11,450
246274,246274,38,6,29,9,5,11,2,16,7,62,22,53,46,12,33,91,11,453
246278,246278,39,5,42,21,5,8,2,27,11,42,21,35,81,13,32,44,11,439
246282,246282,39,15,39,23,5,8,2,22,11,33,22,81,27,6,32,74,11,450
246284,246284,39,20,33,23,5,9,3,13,10,72,21,41,27,21,32,93,13,475
246287,246287,39,17,36,18,6,8,3,41,15,42,21,17,40,57,32,68,14,474
246289,246289,39,41,41,21,7,8,2,11,10,20,22,58,53,27,32,67,11,470
246295,246295,38,50,36,7,4,10,2,16,8,13,22,50,42,31,32,201,10,572
246299,246299,39,2,38,9,5,10,2,12,10,25,22,43,40,149,31,60,12,509
246303,246303,39,3,38,16,4,29,2,11,9,12,22,158,43,38,32,74,12,542
246306,246306,39,9,46,21,4,9,3,24,6,127,60,30,25,36,32,120,12,603
246309,246309,38,23,30,135,6,9,2,33,10,25,22,36,45,37,32,90,11,584
246318,246318,38,10,36,10,5,10,2,12,9,14,22,38,57,54,32,47,12,408
246322,246322,39,2,39,10,6,10,2,12,11,15,48,22,51,32,33,62,12,406
246325,246325,39,2,38,9,5,11,2,24,9,20,22,49,53,18,32,71,13,417
246326,246326,39,3,38,17,5,9,3,19,10,31,22,42,39,28,32,62,11,410
246330,246330,39,9,33,18,5,8,3,19,9,37,21,37,40,23,32,63,12,408
246332,246332,39,13,33,19,4,10,2,20,10,32,22,32,48,24,32,55,12,407
246336,246336,38,16,44,11,4,10,2,20,10,22,22,39,44,21,32,48,13,396
246339,246339,38,10,34,29,4,9,2,11,10,23,22,35,83,6,34,66,12,428
246343,246343,39,17,29,23,5,9,2,11,10,20,22,78,25,22,32,60,12,416
246346,246346,39,15,33,18,7,9,3,16,6,52,22,23,44,23,32,102,10,454
246348,246348,39,14,30,26,4,10,2,20,9,26,23,32,48,20,32,95,12,442
246350,246350,39,18,35,20,6,9,2,19,9,19,21,38,44,59,32,63,11,444
246354,246354,39,16,30,28,4,10,2,11,12,20,21,42,80,17,32,69,11,444
246356,246356,39,20,31,18,7,10,3,22,7,15,27,63,41,21,32,74,13,443
246360,246360,38,8,30,33,4,8,3,11,11,33,28,38,55,19,32,81,16,448
246362,246362,39,26,30,17,5,9,2,20,9,37,21,45,40,33,32,116,13,494
246364,246364,38,10,44,14,4,10,2,12,9,45,23,30,33,46,33,189,14,556
246366,246366,39,12,49,6,4,9,2,11,9,35,45,24,44,69,33,803,33,1227
246369,246369,39,4,55,7,4,10,3,12,10,25,22,59,31,688,33,173,31,1206
246371,246371,39,14,51,18,8,10,3,19,8,15,46,673,32,132,32,87,30,1217
246374,246374,38,20,44,45,8,12,2,74,9,582,46,90,27,102,32,55,27,1213
246375,246375,39,52,73,664,6,11,3,24,8,15,22,99,26,47,32,36,30,1187
246378,246378,39,736,48,16,5,7,2,30,6,12,39,25,26,22,32,46,29,1120
246383,246383,38,20,44,13,5,7,2,29,5,12,21,16,29,22,31,55,31,380
246384,246384,38,16,55,24,4,8,2,15,6,14,22,8,24,4,32,100,35,407
246387,246387,39,31,42,9,5,6,2,16,6,11,21,7,25,34,31,70,28,383
246389,246389,39,29,41,10,5,7,3,16,7,11,21,7,26,6,32,58,28,346
246390,246390,39,3,41,13,5,7,2,16,6,24,22,6,24,4,32,102,28,374
246393,246393,38,7,50,8,4,8,3,17,6,11,22,6,27,8,32,385,32,664
246395,246395,39,8,42,11,4,7,3,18,6,11,22,5,26,265,32,124,42,665
246396,246396,39,8,38,8,8,11,2,15,6,9,22,224,29,92,32,1039,32,1614
246398,246398,39,10,52,13,5,7,2,19,5,177,21,40,26,867,32,590,33,1938
246399,246399,39,120,43,11,5,8,2,46,5,37,21,898,229,306,32,89,31,1922
246401,246401,39,2,36,29,4,7,4,22,6,889,21,518,27,65,32,74,33,1808
246403,246403,39,24,34,15,11,801,2,76,5,27,534,39,39,39,32,135,33,1885
246405,246405,38,5,825,22,4,511,2,51,8,66,21,49,39,54,32,160,38,1925
246424,246424,39,17,514,22,6,43,2,59,5,54,21,56,32,101,32,101,32,1136
246425,246425,39,490,37,56,4,46,2,44,6,36,36,82,53,55,33,63,33,1115
246439,246439,39,15,32,96,13,64,2,20,6,14,22,76,31,49,32,50,36,597
246444,246444,39,77,45,21,5,8,3,28,7,42,22,51,26,43,32,48,34,531
246450,246450,39,7,42,13,5,19,2,23,5,20,22,35,28,42,32,40,29,403
246451,246451,39,11,38,18,4,14,2,25,6,12,22,36,29,24,32,48,32,392
246453,246453,39,11,32,22,6,7,3,23,6,13,32,13,26,21,32,146,85,517
246456,246456,38,20,30,36,6,8,2,23,6,13,33,5,27,4,31,194,32,508
246459,246459,38,44,32,18,5,8,2,23,6,10,21,31,25,109,32,266,30,700
246464,246464,39,14,32,12,4,7,2,25,5,14,22,63,30,221,32,89,40,651
246463,246463,39,10,35,8,5,6,2,22,5,35,22,20,30,65,33,267,30,634
246466,246466,38,9,32,15,4,8,1,22,5,47,22,210,30,86,32,78,56,695
246467,246467,39,11,34,17,4,7,2,24,7,214,22,44,26,66,32,132,34,715
246470,246470,39,17,40,14,5,12,2,215,8,18,21,57,25,77,32,113,42,737
246472,246472,38,9,41,167,4,72,1,16,6,23,22,66,46,78,32,123,38,782
246474,246474,39,172,44,23,5,66,1,22,8,19,22,80,42,61,32,180,37,853
246479,246479,39,27,42,25,5,93,1,17,6,15,23,57,44,177,56,44,45,716
246481,246481,39,39,51,34,5,32,12,35,8,14,50,139,43,58,130,48,46,783
246483,246483,39,52,42,10,4,81,1,15,7,104,71,8,38,165,32,55,47,771
246484,246484,39,14,40,125,5,7,2,92,6,23,22,91,75,44,34,70,39,728
246485,246485,39,132,36,12,4,70,2,28,6,36,22,118,33,22,35,87,33,715
246486,246486,39,10,49,36,36,62,2,68,9,20,94,33,28,5,32,104,58,685
246488,246488,39,41,64,29,4,67,1,36,7,81,22,42,35,42,34,108,96,748
246490,246490,38,50,31,36,9,58,2,61,6,32,22,73,37,48,32,136,37,708
246492,246492,39,38,43,16,5,74,4,28,5,26,22,97,27,43,34,130,36,667
246494,246494,39,24,42,32,5,51,2,16,5,63,21,58,29,97,32,191,38,745
246495,246495,39,40,42,13,5,20,2,59,5,52,22,60,28,77,32,189,38,723
246496,246496,38,13,70,13,4,9,2,41,6,63,22,64,26,167,32,76,36,682
246497,246497,39,24,44,14,5,6,2,40,5,70,22,56,37,139,32,94,26,655
246498,246498,39,7,40,27,4,6,2,50,5,64,22,144,29,40,33,102,30,644
246500,246500,39,19,40,37,7,6,155,22,6,16,22,38,24,65,32,612,29,1169
246501,246501,39,32,57,147,5,6,2,20,5,21,22,56,29,593,33,81,32,1180
246505,246505,38,94,20,9,5,7,2,21,6,30,22,601,37,48,32,50,30,1052
