T_TL_TIMELINE_DATA_UID,T_TL_TIMELINE_DATA_UID,process01,waiting1-2,processing02,waiting2-3,process03,waiting3-4,processing4,waiting4-5,processing5,waiting5-6,processing6,waiting6-7,processing7,waiting7-8,processing8,waiting8-9,processing9,
165708,165708,36,22,70,7,20,10,15,8,10,22,25,34,35,46,31,54,40,485
165711,165711,35,22,55,10,8,3,7,7,7,39,25,32,35,62,32,117,39,535
165712,165712,36,31,46,15,22,3,6,7,11,19,25,34,34,75,32,166,42,604
165713,165713,35,10,48,5,9,3,7,13,9,27,25,54,42,78,32,146,30,573
165716,165716,35,8,40,4,14,3,7,7,7,22,24,101,35,109,33,72,37,558
165717,165717,36,7,45,4,10,3,11,8,7,12,24,147,45,79,32,60,46,576
165719,165719,35,9,58,4,32,4,8,7,9,97,25,66,41,69,33,86,26,609
165720,165720,36,18,61,7,15,3,10,54,8,73,25,68,39,78,32,29,50,606
165724,165724,35,33,53,62,39,4,7,10,11,27,26,103,32,49,32,43,34,600
165725,165725,36,101,41,7,15,3,10,66,8,29,24,44,33,46,32,78,48,621
165727,165727,35,9,41,79,10,6,6,9,8,34,25,34,40,43,34,74,54,541
165726,165726,36,1,46,11,53,3,7,45,8,17,25,42,33,44,32,80,44,527
165730,165730,35,14,55,57,11,3,8,9,12,282,24,62,29,23,31,85,28,768
165731,165731,36,76,44,2,7,3,7,255,8,61,25,14,31,34,33,-32768,32767,635
165735,165735,35,5,43,6,10,219,4,55,9,22,24,31,32,52,32,80,31,690
165738,165738,35,6,46,194,27,30,5,16,8,37,24,49,35,45,32,71,30,690
165739,165739,36,223,38,20,8,3,13,12,7,56,25,39,38,46,31,74,32,701
165743,165743,35,17,45,12,34,5,19,8,10,20,25,47,33,43,33,79,32,497
165744,165744,36,30,74,3,10,3,8,9,8,30,25,42,31,55,32,91,32,519
165745,165745,35,11,38,8,10,3,5,9,7,43,25,39,43,66,32,-32768,32767,373
165747,165747,36,5,42,3,11,4,14,8,7,41,25,62,44,56,32,67,27,484
165749,165749,36,17,43,3,7,56,5,10,9,14,24,63,32,55,32,140,33,579
165751,165751,36,15,45,4,8,69,4,9,10,15,24,52,31,170,32,126,19,669
165752,165752,35,15,43,56,11,16,5,9,13,14,24,169,29,109,32,47,19,646
165754,165754,36,65,40,146,7,7,5,10,10,16,24,93,42,40,32,46,22,641
165759,165759,35,1,36,14,8,3,15,16,10,30,25,51,30,37,32,41,20,404
165760,165760,36,5,41,17,17,4,16,10,8,36,26,32,33,36,31,77,30,455
165763,165763,36,11,43,16,7,3,8,19,6,39,25,35,30,40,32,80,25,455
165764,165764,36,10,40,7,7,3,7,19,9,44,25,33,33,45,33,93,29,473
165766,165766,35,3,35,15,7,3,11,20,6,44,24,42,34,64,32,81,24,480
165767,165767,36,6,37,15,8,3,7,23,11,42,24,48,54,66,32,272,27,711
165770,165770,36,12,65,3,14,3,12,11,6,76,24,142,54,155,33,9,96,751
165769,165769,35,6,40,17,5,3,9,21,10,54,25,69,48,54,32,240,26,694
165772,165772,35,28,46,3,9,3,8,48,7,63,24,210,52,53,33,81,26,729
165774,165774,35,6,48,23,18,3,8,66,12,81,25,151,37,49,31,64,26,683
165776,165776,36,64,40,30,36,3,10,82,13,76,25,53,37,56,32,38,34,665
165780,165780,36,33,41,52,50,4,12,64,7,24,26,86,30,40,32,85,24,646
165781,165781,35,43,39,36,29,36,7,22,8,40,24,86,31,46,32,61,24,599
165783,165783,35,31,38,41,6,17,4,34,13,40,25,68,44,53,32,40,52,573
165785,165785,35,40,50,27,26,4,8,7,8,35,24,69,28,66,33,52,29,541
165786,165786,35,32,55,3,7,3,7,9,10,57,24,77,33,53,32,226,29,692
165788,165788,36,31,39,13,51,3,11,10,9,17,25,48,33,146,32,105,22,631
165790,165790,36,6,87,8,9,4,9,9,9,35,24,132,43,85,32,38,25,591
165792,165792,36,51,56,4,27,3,7,8,9,91,24,58,43,46,38,42,75,618
165794,165794,36,7,52,90,33,3,8,8,8,13,24,54,31,43,32,79,62,583
165795,165795,36,89,40,25,9,3,10,7,8,42,25,40,29,50,31,140,29,613
165796,165796,35,20,73,4,11,3,8,10,7,23,24,91,44,59,32,45,29,518
165797,165797,35,24,53,3,8,4,11,8,6,14,25,91,25,122,31,133,28,621
165798,165798,35,18,42,3,7,4,7,8,7,32,61,58,44,113,32,87,26,584
165800,165800,36,4,52,19,11,3,6,8,10,99,25,57,35,93,33,37,26,554
165801,165801,36,13,43,5,6,3,8,72,8,52,25,42,38,89,32,31,41,544
165803,165803,35,4,107,25,15,4,7,10,8,14,25,98,39,33,32,36,24,516
165804,165804,36,54,47,4,13,3,8,8,8,56,25,65,30,32,32,24,30,475
165807,165807,36,6,42,4,11,3,7,23,12,72,25,30,27,27,32,144,57,558
165809,165809,36,3,42,12,7,3,14,45,11,37,25,23,25,42,37,152,33,547
165810,165810,36,10,52,14,22,3,11,11,10,33,25,56,38,76,34,75,24,530
165812,165812,36,9,41,19,33,4,7,8,8,16,25,68,43,77,32,45,28,499
165813,165813,36,15,41,14,21,3,8,7,8,60,25,35,28,84,32,37,28,482
165814,165814,36,9,40,11,6,3,8,43,8,34,24,54,29,130,32,51,25,543
165815,165815,36,9,80,37,7,2,11,8,15,40,25,109,35,63,35,55,24,591
165816,165816,35,138,79,9,8,4,4,9,12,13,24,61,34,46,31,30,23,560
165821,165821,36,59,62,2,9,4,3,10,11,12,24,53,30,47,31,21,45,459
165822,165822,36,33,41,10,7,5,5,9,8,19,24,44,29,25,35,36,22,388
165823,165823,35,31,39,17,14,4,6,7,15,30,25,32,36,33,31,62,22,439
165824,165824,36,38,72,7,9,3,6,8,8,14,25,9,28,78,31,1,39,412
165825,165825,35,27,40,3,8,2,7,8,6,31,25,60,27,14,31,12,38,374
165826,165826,36,38,85,6,9,4,5,7,9,12,24,7,27,33,32,35,31,400
165827,165827,36,45,64,5,8,3,7,8,7,15,24,12,34,12,32,26,23,361
165828,165828,35,54,39,16,6,3,6,7,7,39,25,20,42,17,32,1364,25,1737
165829,165829,36,10,63,9,6,2,6,7,11,36,35,17,30,1222,31,132,61,1714
165830,165830,35,30,44,5,8,4,6,12,7,28,25,1217,30,154,32,31,46,1714
165831,165831,35,27,48,4,14,2,10,7,8,1181,26,145,32,49,32,41,87,1748
165832,165832,36,34,43,1113,37,4,54,82,9,15,25,37,39,41,33,117,32,1751
165833,165833,36,1119,74,15,7,79,7,10,8,47,24,45,32,52,32,98,26,1711
165841,165841,36,62,95,13,10,11,8,9,7,49,25,50,31,72,32,191,24,725
165843,165843,35,45,40,3,5,3,7,12,8,51,25,46,46,70,32,147,22,597
165845,165845,36,17,41,8,14,4,9,8,8,39,25,78,34,132,32,30,69,584
165847,165847,36,11,78,30,24,3,5,8,7,15,25,111,38,68,32,65,23,579
165849,165849,35,26,71,3,15,3,27,13,8,50,25,56,46,56,32,105,25,596
165851,165851,36,32,52,26,47,4,8,8,8,36,24,66,31,49,31,79,32,569
165853,165853,35,33,75,11,13,3,9,8,7,68,24,47,31,74,32,232,40,742
165856,165856,35,15,44,5,8,3,8,43,10,51,25,35,36,235,32,132,43,760
165857,165857,36,10,105,3,6,3,5,7,7,31,24,228,40,117,33,-32768,32767,654
165861,165861,35,1,59,4,9,3,8,8,7,16,35,90,36,72,31,55,30,499
165863,165863,35,24,78,6,10,3,6,8,8,32,24,63,29,62,32,63,31,514
165864,165864,35,30,68,8,17,4,8,7,11,20,24,53,36,42,32,59,30,484
165866,165866,35,7,44,5,7,3,11,9,8,39,24,51,33,49,32,70,81,508
165867,165867,35,7,39,8,8,4,7,8,7,60,24,46,33,57,32,96,24,495
165868,165868,35,3,85,2,8,3,8,7,8,33,24,55,31,48,33,120,25,528
165870,165870,36,10,38,18,35,2,7,6,7,13,24,35,41,95,31,48,23,469
165872,165872,35,9,45,16,10,3,7,8,8,26,24,92,40,38,31,45,22,459
165873,165873,36,9,40,10,6,3,5,8,8,92,24,43,33,37,32,51,23,460
165874,165874,35,4,41,5,9,3,11,54,8,52,24,35,32,40,33,71,22,479
165876,165876,35,2,44,11,35,3,6,33,14,39,25,35,32,43,38,41,33,469
165877,165877,36,5,43,10,47,2,7,22,9,43,25,36,35,54,33,50,28,485
165879,165879,36,7,60,7,28,3,9,22,8,47,25,50,34,48,34,54,29,501
165880,165880,36,13,39,11,26,2,7,29,8,59,24,48,31,46,31,44,29,483
165882,165882,35,1,39,9,37,6,7,35,11,54,25,42,31,39,32,68,26,497
165883,165883,35,4,44,19,39,3,7,39,8,51,25,36,29,45,32,104,24,544
165885,165885,36,12,50,14,46,3,7,28,11,42,25,34,36,64,32,61,27,528
165887,165887,36,14,44,23,11,20,8,34,8,42,25,53,42,44,32,51,22,509
165888,165888,35,19,40,12,37,3,6,32,7,41,25,60,37,42,32,69,33,530
165890,165890,36,11,37,16,40,3,7,46,9,44,24,42,34,40,32,82,23,526
165892,165892,36,7,75,11,32,3,6,26,7,48,25,104,71,4,32,23,24,534
165893,165893,36,30,44,7,37,2,6,31,8,133,25,38,44,6,32,44,24,547
165894,165894,35,2,45,3,45,3,8,127,7,58,24,16,37,88,32,10,23,563
165895,165895,35,2,35,10,40,98,21,53,9,39,24,28,43,46,33,2,35,553
165896,165896,35,2,47,93,9,68,6,46,7,40,24,28,65,11,32,34,21,568
165897,165897,35,114,46,22,8,66,6,39,7,48,24,25,31,14,32,14,32,563
165900,165900,35,33,45,22,8,32,5,67,7,25,24,21,43,12,34,51,23,487
165903,165903,36,36,48,2,16,75,7,5,11,24,25,22,51,5,33,19,41,456
165904,165904,35,31,36,32,8,51,4,5,8,33,24,27,44,15,32,25,23,433
165906,165906,36,40,41,4,9,38,7,12,11,36,24,27,57,13,32,47,23,457
165909,165909,36,19,44,3,9,57,5,5,8,28,25,36,69,5,33,2,35,419
165911,165911,36,22,65,3,12,40,5,5,8,30,24,37,43,10,33,46,23,442
165912,165912,36,27,44,4,8,6,5,11,12,50,25,29,39,9,32,25,36,398
165916,165916,35,15,42,4,8,46,5,5,6,27,25,14,43,12,33,8,36,364
165917,165917,36,14,59,3,8,16,6,5,10,30,25,19,64,5,32,32,22,386
165918,165918,35,11,44,4,8,20,4,5,6,35,25,27,65,5,32,-32768,32767,325
165919,165919,36,15,41,3,7,29,4,8,7,31,24,33,67,13,33,4,32,387
165920,165920,35,28,40,3,11,13,16,5,7,34,24,45,29,17,33,36,22,398
165922,165922,36,18,43,3,15,6,4,5,19,40,24,24,42,7,31,13,46,376
165924,165924,35,25,37,4,8,29,5,9,6,27,26,15,49,5,33,8,32,353
165926,165926,36,17,32,3,8,24,5,4,9,33,25,20,40,10,33,3,37,339
165928,165928,35,15,37,29,11,102,6,13,8,80,24,58,34,10,32,27,23,544
165930,165930,35,43,106,19,10,93,7,17,9,15,25,28,56,33,33,113,22,664
165933,165933,36,96,43,46,20,60,6,10,11,12,24,46,30,42,33,64,22,601
165935,165935,36,93,53,14,8,17,5,10,12,12,24,68,57,24,33,28,21,515
165940,165940,36,33,47,7,10,2,7,8,11,51,25,57,32,11,31,21,20,409
165941,165941,35,12,42,4,13,51,10,8,7,45,25,11,47,6,32,25,21,394
165942,165942,36,79,41,3,43,14,4,5,7,17,24,9,40,22,33,21,50,448
165943,165943,35,50,37,3,8,6,5,8,8,20,25,18,48,56,32,40,21,420
165946,165946,36,11,39,3,11,5,5,4,8,23,24,56,27,22,32,53,22,381
165948,165948,36,19,76,10,8,14,6,7,6,13,24,63,32,13,33,31,27,418
165950,165950,36,40,48,3,9,4,7,9,6,26,25,20,30,26,32,93,36,450
165951,165951,36,4,46,3,6,3,6,7,9,11,25,63,36,19,32,133,23,462
165953,165953,36,10,46,5,8,3,6,7,7,27,25,46,41,21,33,124,20,465
165955,165955,36,11,45,3,9,22,4,7,8,35,25,28,80,20,33,83,23,472
165956,165956,36,12,50,5,8,17,8,5,10,41,25,56,44,33,32,404,27,813
165957,165957,36,18,58,3,9,48,5,8,8,31,25,44,31,298,32,103,23,780
165958,165958,35,17,45,205,14,4,31,7,8,31,24,116,39,53,32,31,67,759
165963,165963,35,5,53,8,10,3,7,8,8,132,24,31,27,43,33,161,22,610
165965,165965,35,6,45,42,20,5,7,47,7,39,24,37,31,87,33,99,29,593
165966,165966,36,16,50,40,28,4,7,7,7,29,24,74,32,101,32,34,27,548
165967,165967,35,34,39,18,8,3,8,8,7,119,26,12,26,76,32,45,55,551
165969,165969,36,14,45,4,6,4,7,54,7,57,24,58,39,39,32,73,51,550
165970,165970,35,7,72,4,7,3,7,68,8,17,24,60,32,66,32,95,42,579
165971,165971,36,29,74,10,9,3,12,24,7,36,25,57,37,67,32,131,34,623
165972,165972,35,27,73,32,12,3,11,9,9,15,25,70,31,88,34,69,34,577
165973,165973,36,44,59,30,9,3,10,9,11,17,24,84,30,84,31,35,44,560
165976,165976,36,36,56,7,11,4,9,6,7,44,25,81,32,83,38,29,24,528
165979,165979,35,5,90,18,8,4,3,15,25,12,26,69,42,35,33,36,25,481
165980,165980,35,42,64,12,9,9,9,8,10,17,25,33,31,46,32,31,115,528
165982,165982,36,53,43,4,9,37,47,12,9,14,24,18,28,114,31,73,30,582
165983,165983,36,24,55,9,8,17,6,28,9,12,24,103,33,37,33,137,113,684
165984,165984,35,67,72,3,8,5,20,12,14,18,24,29,54,64,32,229,27,713
165988,165988,36,14,46,3,6,2,5,32,14,17,26,56,36,145,32,118,35,623
165989,165989,36,25,64,13,8,3,6,9,11,13,25,93,44,142,32,45,23,592
165990,165990,36,34,43,3,11,3,11,15,9,38,24,104,36,84,33,26,23,533
165992,165992,36,89,63,6,9,3,6,7,10,14,24,86,33,23,32,174,32,647
165993,165993,36,12,89,3,14,3,8,9,7,16,25,22,31,98,32,101,23,529
165994,165994,35,26,53,3,16,3,8,6,8,26,25,45,31,80,32,80,40,517
165996,165996,35,16,49,8,15,3,9,7,8,16,24,67,40,30,32,85,23,467
165998,165998,36,9,59,21,11,3,12,7,7,19,24,28,35,58,33,48,27,437
165999,165999,36,31,60,5,12,4,14,25,8,60,70,13,25,22,32,30,23,470
166000,166000,36,18,46,13,6,3,8,40,7,67,25,17,29,26,32,19,25,417
166001,166001,36,4,48,17,21,3,12,32,8,24,24,19,31,23,32,32,27,393
166003,166003,35,61,38,4,10,3,13,14,20,26,25,33,27,34,31,35,109,518
166006,166006,36,2,46,12,9,3,8,9,7,41,25,15,39,22,32,116,22,444
166007,166007,36,7,41,3,25,4,6,8,11,12,34,98,29,38,32,35,24,443
166008,166008,36,2,49,10,8,3,8,8,7,12,34,99,34,24,33,37,34,438
166009,166009,35,12,64,4,8,2,7,9,8,47,25,37,34,39,32,32,43,438
166010,166010,36,20,35,5,28,5,9,11,8,31,25,38,30,48,32,24,23,408
166012,166012,36,2,60,4,8,3,9,8,15,34,25,42,32,25,31,19,51,404
166013,166013,35,3,39,9,17,3,10,10,11,32,24,22,32,37,31,33,38,386
166015,166015,36,2,54,13,11,3,9,7,9,16,24,34,31,40,32,47,23,391
166016,166016,35,7,39,7,9,3,7,8,8,27,24,33,36,33,32,33,34,375
166017,166017,35,2,42,3,6,3,7,11,7,31,25,34,31,41,32,-32768,32767,309
166018,166018,36,1,43,3,7,3,7,8,9,33,25,33,35,21,32,192,11,499
166019,166019,35,2,32,3,14,3,6,10,11,84,25,9,27,20,33,141,9,464
166020,166020,33,257,108,18,9,3,15,151,9,71,24,32,33,7,24,62,33,889
166026,166026,33,54,70,121,7,3,8,51,12,35,24,27,27,23,24,105,88,712
166027,166027,33,226,51,6,16,5,5,8,7,59,24,12,29,141,24,294,26,966
166028,166028,0,0,0,0,0,0,0,0,0,0,32767,-32768,0,0,0,0,0,-1
166030,166030,33,16,51,5,18,4,9,11,9,20,25,191,55,37,24,196,24,728
166031,166031,33,24,59,4,9,3,6,10,8,205,24,48,31,176,25,35,25,725
166034,166034,33,-32768,32767,4,10,3,8,110,10,19,24,115,64,56,25,75,37,592
166036,166036,33,7,47,48,171,2,25,21,19,48,53,15,31,85,25,48,28,706
166037,166037,33,55,64,110,8,57,5,41,11,61,24,64,38,18,24,79,24,716
166038,166038,32,152,43,6,9,27,7,65,7,60,25,104,64,7,25,30,22,685
166042,166042,33,11,48,7,83,3,7,27,7,40,24,123,31,14,25,36,20,539
166043,166043,33,32,51,17,14,26,6,32,9,129,24,18,28,25,24,22,51,541
166047,166047,32,42,94,3,6,4,10,84,8,21,25,18,49,31,24,35,23,509
166048,166048,33,52,61,8,10,35,6,11,7,30,26,33,41,34,24,31,28,470
166049,166049,33,19,47,24,8,3,10,12,7,31,26,37,40,20,24,35,26,402
166051,166051,33,58,69,3,10,4,7,8,7,44,25,50,59,6,25,17,26,451
166054,166054,33,33,53,5,18,3,8,9,8,38,25,50,43,6,24,25,29,410
166057,166057,33,12,57,7,10,3,8,9,8,35,25,46,31,8,23,99,22,436
166058,166058,33,20,51,4,10,3,8,12,7,21,26,33,43,21,24,63,20,399
166059,166059,33,10,54,3,10,3,14,9,8,17,25,44,34,17,24,35,27,367
166060,166060,33,18,62,4,35,3,6,7,6,9,47,33,36,17,24,46,22,408
166062,166062,33,55,48,5,7,2,5,8,7,11,25,93,29,4,26,18,23,399
166064,166064,33,13,46,6,5,2,4,5,6,14,33,67,27,6,25,15,29,336
166065,166065,33,9,46,6,6,2,5,9,7,20,24,94,34,177,25,84,23,604
166072,166072,32,15,43,3,18,3,7,12,9,46,32,22,29,13,25,58,21,388
166073,166073,33,20,42,4,10,3,11,21,10,82,25,7,39,29,25,72,21,454
166074,166074,32,10,45,10,9,4,6,73,10,19,25,13,40,29,24,51,22,422
166075,166075,33,12,44,15,14,30,6,18,7,18,25,29,27,53,24,39,22,416
166076,166076,33,50,40,7,8,3,7,7,8,28,24,34,42,32,25,22,59,429
166077,166077,33,23,36,9,7,3,6,8,6,21,25,42,29,19,25,54,24,370
166078,166078,33,6,43,6,9,3,7,8,8,27,25,15,29,22,24,50,21,336
166079,166079,33,8,43,5,10,3,5,8,8,13,25,16,30,37,25,35,26,330
166080,166080,32,6,44,3,7,3,5,9,9,23,25,30,36,21,25,7,33,318
166083,166083,33,2,46,10,10,3,6,9,8,24,25,35,29,5,24,31,22,322
166084,166084,33,15,43,4,7,3,7,7,9,15,25,35,29,5,24,25,20,306
166085,166085,33,5,41,3,6,2,5,11,7,14,25,30,25,19,25,16,19,286
166088,166088,33,4,51,3,5,3,5,8,8,12,25,10,27,5,24,10,49,282
166087,166087,33,3,40,7,6,3,5,8,7,9,25,23,32,6,25,22,17,271
166089,166089,33,12,52,3,7,3,7,8,8,8,25,21,31,15,24,22,30,309
166090,166090,32,5,47,5,8,3,6,9,6,11,25,8,41,9,24,27,19,285
166093,166093,33,24,42,3,9,3,15,7,8,12,24,9,31,7,25,24,18,294
166095,166095,33,28,42,5,8,2,6,7,7,8,25,9,26,5,24,20,21,276
166099,166099,33,1,41,3,7,3,7,8,7,30,24,11,26,5,24,30,19,279
166098,166098,33,3,39,3,5,2,5,8,7,18,24,7,45,5,25,15,19,263
166102,166102,33,2,42,5,10,3,6,8,6,10,24,15,30,19,24,17,21,275
166104,166104,32,5,39,10,6,8,7,10,7,22,24,10,29,12,25,22,19,287
166105,166105,33,7,39,3,7,2,5,7,8,18,24,15,34,5,24,27,36,294
166106,166106,33,10,49,4,7,3,5,7,6,15,24,6,30,15,25,14,23,276
166107,166107,33,12,46,3,5,3,5,7,8,10,25,12,25,14,25,28,20,281
166109,166109,33,1,44,4,7,3,5,10,7,15,24,7,26,5,25,13,26,255
166110,166110,32,4,62,9,9,2,7,8,9,15,24,11,28,11,25,20,22,298
166111,166111,33,-32768,32767,3,5,2,5,10,8,8,24,20,29,10,25,279,27,487
166113,166113,33,6,131,3,13,4,5,10,7,13,24,8,75,152,26,47,20,577
166114,166114,32,51,197,4,8,3,7,6,14,21,24,7,30,5,25,36,24,494
166121,166121,33,12,61,4,8,3,10,8,7,9,24,7,52,5,24,87,23,377
166122,166122,33,9,48,4,5,3,7,12,6,34,24,9,30,7,24,225,20,500
166123,166123,33,4,35,5,11,8,7,8,6,24,24,14,28,201,24,2208,32,2672
166124,166124,33,1,38,6,5,3,6,14,7,24,25,76,26,2241,25,129,69,2728
166125,166125,33,4,35,7,7,4,5,11,10,24,25,2200,40,90,24,177,26,2722
166126,166126,32,11,45,8,5,2,4,9,8,2187,26,92,33,119,24,-32768,32767,2604
166127,166127,33,4,43,2073,79,11,18,9,10,24,24,94,51,126,25,85,20,2729
166128,166128,32,2082,56,29,8,28,5,18,7,75,24,115,30,80,25,79,22,2715
166129,166129,33,57,44,25,12,4,7,39,8,57,25,121,35,83,25,31,25,631
166132,166132,33,26,54,8,24,2,7,34,8,87,25,95,61,22,26,27,25,564
166133,166133,33,17,43,10,8,16,6,79,6,63,25,90,33,29,25,84,21,588
166137,166137,33,8,43,8,13,54,5,58,12,86,25,35,31,28,25,70,20,554
166140,166140,33,7,49,99,27,3,9,43,7,47,24,22,32,73,24,57,21,577
166141,166141,33,104,49,8,8,32,8,29,10,28,25,28,29,58,24,63,22,558
166144,166144,33,24,49,3,9,20,4,46,7,43,24,20,25,46,25,43,21,442
166146,166146,33,24,38,35,7,3,5,27,8,28,25,30,36,28,25,34,20,406
166147,166147,33,42,40,24,7,2,8,8,11,16,26,68,25,36,25,66,20,457
166150,166150,33,44,40,4,11,3,4,8,7,42,24,22,34,22,25,62,20,405
166151,166151,33,3,44,3,5,3,5,17,6,32,25,64,51,4,25,31,22,373
166152,166152,33,12,43,2,11,4,5,10,6,63,24,47,32,11,25,28,22,378
166153,166153,33,11,49,4,9,3,10,17,7,32,24,53,33,8,25,143,24,485
166154,166154,33,12,51,4,5,2,7,8,8,32,24,52,28,43,26,101,23,459
166155,166155,33,8,44,3,7,3,8,17,9,17,25,44,33,91,25,61,25,453
166156,166156,33,13,49,7,12,3,7,8,8,20,24,45,50,79,24,30,33,445
166157,166157,33,20,41,29,16,4,7,7,8,55,24,53,26,39,25,6,35,428
166159,166159,33,82,58,7,6,7,5,12,8,13,24,40,30,47,24,30,23,449
166160,166160,33,24,45,3,9,5,3,10,10,11,24,52,28,9,27,54,25,372
166161,166161,33,23,50,5,7,4,5,9,8,12,25,49,41,11,24,19,21,346
166165,166165,33,22,50,3,8,10,4,6,9,11,25,26,31,13,24,123,22,420
166166,166166,33,26,51,7,9,3,6,10,7,26,25,10,26,317,24,202,72,854
166167,166167,33,207,135,4,12,4,16,9,8,51,24,18,26,20,25,204,22,818
166168,166168,33,99,50,12,17,3,15,12,8,12,26,39,31,101,24,89,21,592
166170,166170,33,23,50,8,10,3,7,8,7,27,25,23,37,194,25,172,22,674
166174,166174,32,9,56,8,8,2,7,9,8,9,25,7,31,148,25,33,16,433
166175,166175,33,20,96,3,7,3,9,8,8,79,24,20,25,6,25,58,18,442
166176,166176,33,73,64,3,8,2,9,10,7,25,25,14,30,13,25,31,17,389
166177,166177,33,14,40,3,7,3,5,8,8,14,24,18,33,4,24,47,21,306
166178,166178,32,6,39,4,10,4,19,13,10,13,25,16,27,23,25,39,19,324
166179,166179,32,5,40,19,6,3,6,10,9,11,25,13,30,15,24,42,19,309
166181,166181,33,19,38,5,7,3,6,8,7,34,25,54,30,15,25,27,18,354
166184,166184,33,5,81,4,8,4,7,8,8,13,24,51,29,13,25,58,20,391
166183,166183,33,3,40,3,6,2,5,9,7,66,24,29,29,10,48,49,28,391
166185,166185,33,40,46,4,5,3,7,9,9,33,24,18,41,24,25,60,18,399
166187,166187,33,8,42,3,9,3,8,8,9,17,24,29,32,45,25,70,19,384
166188,166188,33,3,37,7,9,3,5,8,7,26,24,29,35,42,25,56,19,368
166189,166189,33,3,36,4,9,3,7,8,8,30,24,41,32,34,24,53,22,371
166191,166191,33,2,48,3,6,3,5,9,6,42,24,29,32,34,24,52,21,373
166193,166193,33,7,41,3,6,3,11,8,7,34,25,29,31,37,25,66,21,387
166194,166194,33,1,39,3,7,3,7,9,8,39,25,33,30,23,25,56,20,361
166195,166195,33,5,42,3,9,3,7,10,7,38,25,19,30,68,25,15,23,362
166196,166196,32,2,114,3,6,3,5,8,7,11,25,19,29,15,24,23,20,346
166198,166198,32,1,42,2,6,2,6,6,8,16,26,6,31,5,24,40,19,272
166199,166199,33,5,38,2,6,2,4,11,9,15,25,9,29,9,24,44,18,283
166200,166200,33,10,33,3,5,2,6,7,5,13,25,28,25,14,24,56,21,310
166202,166202,33,5,39,3,6,3,5,10,6,13,25,33,36,5,24,24,20,290
166201,166201,33,3,33,3,5,3,5,8,10,20,24,23,29,15,24,38,19,295
166203,166203,33,2,35,4,4,3,6,7,7,12,24,44,35,8,24,25,17,290
166204,166204,33,8,36,3,5,2,6,7,7,13,25,46,31,7,24,25,18,296
166205,166205,33,6,34,5,8,2,7,10,7,12,25,43,38,4,25,5,28,292
166207,166207,32,8,35,4,6,3,4,35,6,39,42,17,29,378,28,296,36,998
166206,166206,33,1,46,3,7,2,5,9,8,55,24,27,29,39,25,497,36,846
166208,166208,33,2,35,9,25,2,5,21,6,42,24,532,36,38,25,177,28,1040
166209,166209,33,4,41,2,6,12,5,40,7,378,24,212,41,99,26,84,38,1052
166210,166210,33,5,40,473,13,3,8,32,11,79,24,45,29,128,26,769,33,1751
166211,166211,33,484,59,4,16,3,7,72,11,24,24,57,77,53,25,805,30,1784
166212,166212,32,40,148,5,10,3,8,17,11,37,25,43,27,788,25,59,44,1322
166214,166214,33,125,52,5,8,4,7,23,11,16,25,775,34,38,26,62,32,1276
166217,166217,33,7,80,702,23,4,8,20,10,30,25,13,29,28,25,74,33,1144
166218,166218,16,729,69,5,9,4,7,18,10,14,25,6,42,31,24,61,32,1102
166225,166225,32,17,52,5,9,3,7,17,14,11,25,6,29,35,24,56,34,376
166226,166226,33,11,47,5,10,3,6,18,11,11,25,49,23,18,25,30,39,364
166227,166227,33,7,51,5,9,4,7,15,10,26,25,26,35,8,25,36,34,356
166229,166229,33,13,52,4,8,3,7,15,11,43,25,47,29,4,25,42,40,401
166231,166231,33,20,53,5,8,4,6,16,11,7,70,11,27,14,24,68,29,406
166233,166233,32,13,57,5,8,3,7,18,9,28,24,32,34,9,25,48,31,383
166235,166235,32,4,41,9,9,3,8,18,9,50,25,59,64,9,26,50,97,513
166237,166237,33,9,46,7,10,4,6,25,10,26,24,91,27,15,24,156,33,546
166238,166238,33,10,43,19,10,4,6,16,11,57,24,37,51,21,25,162,39,568
166240,166240,33,19,47,6,9,4,7,32,9,43,25,37,27,122,26,83,33,562
166242,166242,33,9,52,15,9,3,9,17,10,46,24,78,28,105,24,55,30,547
166244,166244,33,16,49,5,11,3,7,20,10,74,24,49,32,101,25,44,33,536
166246,166246,33,10,57,4,8,3,7,90,10,34,25,74,24,37,24,57,31,528
166248,166248,33,32,54,53,11,4,8,18,10,69,24,24,25,46,24,63,44,542
166250,166250,33,65,47,11,12,4,6,42,12,30,25,28,30,52,25,131,34,587
166253,166253,33,15,44,39,10,5,6,18,11,22,25,34,35,106,25,684,30,1142
166254,166254,33,41,48,7,10,4,8,19,10,19,25,88,34,682,25,46,32,1131
166256,166256,33,9,47,11,10,5,6,18,10,71,25,685,25,17,25,75,34,1106
166258,166258,33,16,53,6,8,3,11,38,11,694,25,42,33,21,24,82,33,1133
166259,166259,33,32,73,11,9,4,6,655,9,15,24,52,26,39,24,78,42,1132
166262,166262,32,580,88,7,9,21,7,16,9,15,24,62,32,44,24,93,39,1102
166266,166266,33,43,46,22,10,4,6,17,10,-5,74,29,40,39,24,92,39,523
166267,166267,33,24,49,5,10,4,6,19,9,40,24,53,25,80,25,46,58,510
166268,166268,33,10,39,14,9,5,7,16,10,45,24,23,29,76,25,92,37,494
166269,166269,33,15,41,8,9,5,6,21,9,31,25,59,30,59,24,84,43,502
